SA2_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
302031040,89,115,240,157,109,84,52,31,13,892,1630,1624,3276,2281,1659,1302,909,424,202,13305
302041041,222,114,150,139,129,94,60,55,16,976,3554,2136,2322,2620,2250,2004,1587,811,208,17488
302041042,108,40,53,92,100,82,47,31,10,566,1926,947,880,1429,1581,1324,935,484,165,9664
302041043,46,30,37,41,59,31,17,11,8,288,622,407,437,528,637,453,400,207,85,3773
302041044,56,39,19,54,73,54,45,35,36,417,1115,712,423,763,1219,982,786,507,327,6826
302041045,159,85,117,124,81,68,92,85,128,936,2653,1341,2238,2351,1481,1323,1219,1014,485,14097
302041046,177,136,197,130,116,75,47,27,18,898,1582,1182,1981,1397,1043,884,705,381,184,9323
303011047,106,95,87,90,92,62,22,8,10,571,2643,1633,1636,2015,1983,1152,651,294,138,12145
303011048,83,59,82,70,50,50,21,10,9,433,1292,858,1378,1233,903,606,380,186,103,6930
303011049,101,75,104,102,73,58,59,45,67,681,2129,1246,1937,1954,1425,1118,935,688,386,11826
303011050,94,63,82,79,60,45,30,7,3,473,1114,858,1283,1087,838,787,576,248,93,6884
303011051,127,103,62,81,97,103,63,52,39,719,2943,2106,1450,2098,2324,2312,1818,1066,377,16504
303021052,97,128,159,100,89,76,51,31,13,750,1523,1924,2944,1950,1421,1059,694,306,118,11935
303021053,150,123,199,150,166,95,83,49,52,1079,2631,2465,3601,2821,2359,1709,1128,684,405,17810
303021054,39,46,86,42,50,25,23,8,4,314,668,907,1165,724,620,457,273,141,51,5008
303021055,70,81,173,87,67,74,52,30,22,663,1309,1494,2738,1736,1187,984,651,311,128,10524
303021056,141,69,66,93,78,58,43,14,16,588,1897,1143,1137,1371,1364,856,577,322,218,8895
303021057,53,57,57,55,43,42,32,38,44,426,1174,770,1035,1061,847,623,485,276,146,6419
303021058,62,189,211,93,64,49,37,25,18,750,676,2173,2773,1089,684,533,312,214,142,8597
303021059,82,85,104,93,88,113,58,39,23,681,1470,1418,1596,1460,1279,1181,895,617,278,10200
303031060,127,116,168,134,102,77,51,26,14,820,2714,1913,2651,2380,1754,1592,1318,632,236,15186
303031061,38,62,91,49,26,24,25,11,0,333,800,995,1205,812,661,535,520,356,92,5979
303031062,75,68,45,55,55,54,21,12,3,393,1852,1256,821,1279,1387,928,727,483,147,8880
303031063,172,166,159,155,172,125,70,76,55,1151,2886,2200,2667,2436,2172,1545,1018,655,290,15873
303031064,99,73,58,70,54,47,34,18,0,453,2658,1351,1614,2040,1365,1023,649,265,53,11020
303031065,121,145,177,127,95,63,46,43,55,872,1623,1850,2246,1643,1078,866,626,632,421,10988
303031066,93,78,46,67,67,50,40,25,12,474,2421,1474,986,1801,1692,1184,958,665,264,11444
303041067,66,58,88,54,47,26,26,24,6,384,871,778,1355,888,594,492,384,265,80,5704
303041068,106,64,108,126,101,64,38,14,9,632,1868,1310,2029,1753,1484,1117,709,383,166,10825
303041069,39,85,83,45,33,27,23,20,11,368,690,686,908,666,514,465,464,343,133,4870
303041070,68,86,67,55,57,36,24,14,9,409,1416,1124,1242,1211,921,733,429,293,194,7562
303041071,125,67,61,70,79,69,33,15,22,544,2508,1331,1164,1811,1671,1146,691,411,208,10944
303051072,128,86,88,78,66,50,38,17,0,567,1962,963,1327,1548,1001,831,855,413,116,9020
303051073,291,169,206,227,136,107,86,63,67,1353,4897,2769,3600,3953,2659,2293,1789,672,212,22845
303051074,128,65,89,92,55,29,22,0,0,474,2636,1123,2147,1958,1114,712,395,116,22,10220
303051075,173,118,71,124,124,75,37,22,25,758,3747,2057,1775,2749,2176,1771,1057,507,264,16095
303051076,227,120,187,156,116,83,54,31,20,990,1910,1211,1751,1371,1117,971,726,437,219,9711
303061077,127,58,58,77,58,41,21,16,6,473,2069,1251,1185,1297,1116,900,630,379,198,9025
303061078,169,107,155,149,86,74,66,21,10,832,2598,1821,2686,2292,1569,1472,1105,426,90,14046
303061079,86,75,118,69,54,43,33,17,9,508,1352,1245,1805,1300,989,874,811,477,174,9033
303061080,209,153,198,180,137,113,107,60,29,1180,3290,2151,2809,2779,1926,1974,1786,977,393,18085
304011081,63,45,34,49,44,66,29,18,4,358,1416,890,744,1120,1021,897,845,521,192,7645
304011082,75,49,38,72,54,47,28,7,6,381,1371,801,854,1052,942,856,792,321,102,7086
304011083,45,27,26,41,29,22,14,5,0,204,886,465,571,703,511,440,367,151,34,4121
304011084,80,34,40,43,68,53,66,39,27,455,1803,1096,855,1336,1493,1263,955,577,331,9716
304011085,36,17,13,26,32,22,23,3,6,173,847,530,362,566,616,702,560,201,52,4444
304021086,98,54,40,62,90,57,34,20,4,467,2350,1294,890,1541,1665,1239,889,531,130,10528
304021087,80,44,15,40,67,60,37,28,22,397,1346,879,336,765,1143,947,823,508,274,7020
304021088,84,56,31,46,71,42,36,26,4,412,2240,1255,798,1524,1664,1222,1202,623,206,10731
304021089,43,24,17,26,40,24,10,0,6,182,990,650,243,630,778,500,340,167,50,4345
304021090,86,41,26,57,50,42,33,25,11,384,2090,1166,746,1441,1437,973,719,651,226,9438
304021091,57,39,17,36,45,47,26,48,93,406,1042,788,287,643,976,795,518,343,278,5673
304031092,82,59,27,38,48,40,32,11,9,339,1763,1049,615,1113,1275,879,612,327,213,7849
304031093,46,24,21,32,44,46,35,36,39,321,1026,632,544,775,819,589,509,281,139,5321
304031094,93,110,103,98,77,60,56,30,11,627,2370,2563,1994,2039,1667,1139,980,512,167,13430
304031095,60,38,35,59,40,37,33,18,10,328,1156,852,892,923,919,688,595,335,98,6452
304031096,71,267,163,80,52,52,40,34,10,775,1314,4661,2029,1296,882,730,740,462,119,12220
304031097,49,76,97,60,52,42,28,21,14,434,1192,1698,1905,1353,966,693,595,427,181,9020
304041098,91,221,157,88,75,44,29,9,6,725,1555,1602,1868,1362,1107,714,470,249,108,9042
304041099,0,0,0,0,6,0,0,0,0,5,3,0,7,0,12,0,3,6,0,33
304041100,93,52,62,70,47,33,30,30,23,449,1363,798,1017,1035,922,656,653,588,402,7416
304041101,109,77,77,90,80,58,31,11,7,542,1837,1082,1253,1468,1277,889,601,332,174,8909
304041102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304041103,156,104,56,96,129,126,50,34,16,759,3611,2160,1227,2337,2806,1978,1601,1043,329,17099
304041104,107,66,57,99,75,45,37,12,16,514,2765,1362,1256,1945,1782,1065,943,400,165,11681
305011105,57,205,365,235,142,128,75,24,0,1239,660,3039,3970,1967,1390,1175,736,309,62,13310
305011106,38,142,334,159,100,53,30,20,10,891,415,1603,3815,1759,901,529,288,126,71,9512
305011107,52,55,110,66,51,60,47,35,48,521,787,1005,1164,925,946,725,457,242,114,6372
305011108,62,113,223,153,96,93,73,34,0,851,592,1357,2643,1496,1133,1086,839,435,180,9761
305011109,81,94,234,153,131,143,116,80,65,1104,1163,1207,2863,1946,1573,1512,1249,662,281,12454
305011110,128,499,513,252,187,92,75,40,17,1792,1157,3690,4185,2077,1395,835,553,262,79,14243
305011111,38,112,263,109,57,62,46,13,6,708,530,1115,2383,1232,637,511,324,105,32,6860
305011112,136,141,283,197,165,106,65,32,5,1136,1854,2156,3792,2452,1956,1384,880,362,119,14953
305021113,50,34,42,39,48,31,20,0,3,269,927,537,613,792,723,543,266,110,41,4554
305021114,53,57,70,69,73,62,35,22,8,451,1315,774,968,1196,1181,970,604,293,104,7407
305021115,46,86,129,92,67,48,31,13,0,511,688,1000,1541,987,748,553,360,177,53,6118
305021116,33,34,36,35,46,40,10,3,3,238,1006,696,655,837,887,616,298,108,31,5133
305021117,170,133,234,164,122,91,63,41,39,1072,2502,1870,2930,2575,1896,1233,724,350,232,14308
305021118,61,61,71,37,49,48,17,12,5,355,1324,919,1141,1125,1031,680,441,144,51,6857
305031119,25,57,88,42,39,22,29,28,19,350,462,682,1243,612,455,334,243,180,96,4305
305031120,47,70,59,58,59,28,15,8,7,350,1127,977,1184,1051,987,601,393,203,53,6593
305031121,64,47,78,75,61,71,39,14,8,456,872,709,888,834,818,734,522,300,103,5769
305031122,71,73,118,87,92,64,38,29,20,595,1644,1402,1931,1613,1501,1213,804,462,185,10754
305031123,48,26,31,30,30,16,12,3,3,198,1113,585,466,771,804,457,249,108,70,4627
305031124,47,78,100,85,104,72,39,22,18,566,688,786,1211,934,1014,903,654,399,177,6768
305031125,62,33,26,42,49,43,24,15,6,292,1013,579,498,790,757,617,419,221,66,4949
305031126,70,163,148,80,83,52,27,15,6,643,1364,2601,2352,1441,1109,629,385,191,97,10165
305031127,50,62,85,48,49,32,17,7,8,355,763,919,1011,712,672,491,323,156,43,5083
305031128,72,210,588,316,151,110,65,50,18,1583,1029,2303,6561,3220,1832,1473,918,504,178,18016
305031129,36,34,29,18,30,25,15,7,0,199,750,614,536,566,685,472,263,112,39,4031
305031130,54,94,174,73,67,38,20,15,9,540,1104,1296,2048,1205,1017,635,406,196,83,7978
305031131,106,123,147,114,87,68,34,23,13,715,1646,1581,2423,1710,1451,1042,631,338,200,11025
305041132,108,100,63,82,131,93,43,31,18,658,2863,2111,1347,1871,2312,1570,977,465,192,13716
305041133,32,54,62,38,33,28,29,25,9,317,685,1131,1191,769,670,511,430,234,52,5670
305041134,115,93,49,85,112,59,42,18,30,599,2315,1427,956,1551,1715,1108,729,350,182,10343
305041135,75,117,190,104,99,73,40,32,18,737,1734,1990,2831,1804,1594,1149,711,291,92,12197
305041136,52,51,76,61,60,31,32,5,3,363,878,1071,1235,885,864,540,317,147,38,5975
305041137,63,137,187,86,62,62,40,27,12,676,1482,2798,2920,1706,1264,961,768,410,119,12428
306011138,70,51,43,53,58,44,22,14,3,376,1227,637,535,859,866,746,439,169,48,5537
306011139,159,102,116,132,202,197,121,53,15,1098,1862,1015,1115,1483,1854,1970,1613,718,160,11789
306011140,38,26,32,46,41,50,20,9,0,261,740,401,386,521,625,530,355,151,27,3742
306011141,214,105,108,174,171,92,51,20,12,947,3175,1669,1318,2151,2203,1571,1000,480,214,13784
306011142,258,212,197,204,202,189,118,65,20,1467,3321,2097,2255,2418,2372,2064,1462,643,153,16791
306011143,89,61,91,94,127,104,75,33,8,674,887,527,701,768,1007,1046,818,301,81,6133
306021144,235,116,119,126,97,69,33,19,5,824,2155,1143,1232,1231,1067,777,482,237,28,8360
306021145,215,365,764,418,364,374,306,106,32,2940,1246,1537,2995,1817,1650,1566,1178,471,115,12567
306021146,159,86,112,108,100,81,80,56,35,815,1471,863,952,1058,1146,1026,1011,623,230,8376
306021147,379,198,245,199,211,91,72,60,57,1505,2757,1488,1651,1515,1549,1119,819,381,133,11409
306021148,240,143,143,150,156,134,91,42,37,1131,2113,1160,1251,1321,1287,1262,886,415,143,9838
306021149,178,130,80,137,132,77,50,21,21,823,1929,1200,1085,1340,1482,1350,953,421,199,9963
306021150,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7
306021151,253,153,154,138,112,102,68,36,3,1017,1249,803,916,805,755,735,541,283,89,6175
306021152,125,109,107,79,93,81,57,28,3,683,829,700,754,701,695,636,527,273,74,5191
306021153,148,100,83,96,82,81,35,20,9,647,1878,1057,1127,1190,1303,1023,715,313,71,8678
306021154,142,191,235,153,141,82,55,29,14,1057,883,798,1136,908,868,747,566,376,241,6519
306021155,149,67,99,84,79,60,47,22,23,632,1083,583,642,645,604,517,486,253,96,4918
306021156,120,70,93,99,119,94,66,31,13,719,1477,785,975,1086,1319,1116,900,468,230,8353
306021157,137,120,127,126,117,101,90,36,7,872,943,661,700,663,669,647,563,231,56,5127
306031158,97,74,63,59,82,76,79,40,10,580,777,444,393,490,625,787,672,283,83,4568
306031159,243,125,152,114,120,127,89,60,29,1050,1758,971,1210,972,1042,1239,1054,668,336,9257
306031160,223,120,101,157,161,167,130,54,21,1132,1393,729,755,919,1078,1400,1121,471,143,8002
306031161,235,111,182,171,179,184,170,85,20,1343,1754,960,1157,1130,1414,1845,1655,839,239,10999
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
306031163,133,13,22,8,12,16,6,4,0,208,749,480,393,277,253,213,92,31,5,2505
306041164,168,92,88,97,139,112,99,38,12,838,1214,598,578,761,1007,1127,877,402,107,6674
306041165,67,83,182,95,94,126,121,55,14,831,622,448,964,728,745,901,754,336,76,5582
306051166,245,170,166,142,180,138,156,90,68,1370,1996,1197,1330,1177,1405,1509,1642,972,405,11625
306051167,166,111,78,60,132,162,110,57,15,890,896,536,418,446,736,1062,899,430,112,5522
306051168,156,51,64,103,85,121,72,32,0,689,847,405,374,610,720,882,634,291,63,4826
306051169,167,81,83,102,115,147,151,95,42,986,1563,730,590,957,1226,1563,1525,749,203,9095
306051170,299,182,241,160,170,160,124,79,38,1453,2173,1254,1581,1255,1481,1450,1340,954,340,11825
307011171,114,67,80,49,71,64,34,25,26,526,865,520,551,468,598,604,435,214,74,4320
307011172,270,175,225,164,128,100,99,78,41,1283,1995,1025,1366,1097,1012,962,747,437,143,8775
307011173,148,90,114,90,83,88,66,38,10,725,1355,721,777,787,723,753,607,359,137,6230
307011174,106,46,48,66,70,67,55,41,7,504,799,365,425,430,522,618,490,304,97,4065
307011175,102,65,128,86,74,60,59,44,25,642,823,440,635,477,523,529,413,266,73,4180
307011176,222,157,140,130,114,93,63,50,46,1013,1470,967,958,908,817,779,515,289,120,6838
307011177,161,83,103,85,129,127,83,40,15,827,1244,535,652,691,834,878,672,359,109,5989
307011178,92,67,53,59,73,89,65,34,3,546,673,369,356,393,587,642,560,228,47,3851
307021179,184,88,86,88,149,162,121,132,88,1108,1558,809,726,859,1163,1524,1408,884,237,9175
307021180,193,113,102,105,95,111,64,37,13,841,1549,926,835,859,995,1067,820,450,163,7662
307021181,59,37,48,37,59,66,32,25,4,370,510,311,365,334,462,516,394,251,81,3223
307021182,138,93,84,63,80,80,74,39,14,651,1186,690,562,603,734,751,633,407,224,5791
307021183,373,281,240,220,248,199,125,65,40,1783,3746,2128,2054,1992,2186,2028,1617,898,356,17015
307031184,81,61,41,46,80,62,53,42,21,485,962,494,478,520,693,745,694,406,121,5109
307031185,55,38,38,44,56,80,71,33,15,424,674,406,310,414,622,769,737,312,115,4360
307031186,103,42,48,48,101,77,107,42,6,574,827,439,377,490,702,822,809,409,115,4991
307031187,86,46,58,52,45,73,67,43,18,485,811,471,515,504,599,719,883,554,236,5286
307031188,124,80,59,91,90,108,122,51,13,718,1054,562,531,654,808,1084,1036,430,78,6247
307031189,331,163,145,137,178,174,140,127,70,1473,2894,1790,1729,1436,1765,2051,2027,1366,465,15525
308011190,224,167,204,189,147,107,51,22,6,1114,1726,968,1199,1068,975,729,331,135,16,7156
308011191,234,124,156,166,156,198,120,68,18,1238,1561,737,924,966,979,1174,788,392,93,7616
308011192,345,220,272,292,205,192,78,36,32,1674,3554,1893,2239,2217,1763,1437,646,254,79,14089
308031205,178,128,140,118,114,77,51,26,13,854,1397,1004,1077,867,817,799,584,327,147,7024
308031206,53,31,29,43,39,50,31,17,0,301,355,193,152,237,268,346,266,109,20,1948
308031207,124,59,61,90,86,87,89,51,37,676,1022,453,530,612,650,925,932,523,158,5798
308031208,155,105,93,120,122,70,46,30,12,753,1833,1083,1260,1193,1087,1058,841,512,188,9059
308031209,76,153,320,291,173,105,45,16,0,1177,913,657,707,807,795,708,435,175,29,5224
308031210,330,162,160,206,158,113,54,31,11,1229,3208,1588,1774,1768,1304,1275,924,405,126,12379
308031211,103,68,86,64,61,44,28,9,3,472,997,634,754,646,574,586,396,215,74,4880
308031212,97,51,51,47,75,82,69,37,7,520,400,272,216,259,384,568,535,245,65,2945
308031213,193,131,162,123,118,122,45,43,23,954,2183,1350,1441,1482,1293,1238,915,611,191,10709
308031214,120,93,89,68,59,49,29,28,15,546,1055,682,788,619,571,552,512,343,166,5292
308031215,179,87,119,128,73,104,57,16,19,778,1637,967,1064,1064,819,804,600,317,205,7477
308031216,89,90,71,54,64,56,38,28,17,504,1020,758,849,636,743,708,590,415,175,5903
308031217,60,63,62,54,54,70,44,24,7,435,506,446,481,397,436,505,334,189,71,3364
308031218,57,46,32,46,69,67,37,13,9,378,623,366,308,404,467,615,486,198,43,3507
308031219,146,87,61,97,103,120,67,28,10,720,832,484,421,562,658,774,590,226,51,4598
308031220,78,55,78,68,74,59,46,23,5,480,550,328,330,370,403,483,372,146,30,3002
308031221,0,0,0,0,0,0,3,0,0,3,5,0,0,3,0,4,10,3,0,22
308031222,115,102,84,89,113,93,47,35,21,697,1496,1270,959,853,1011,945,639,512,306,7989
308031223,294,218,264,268,309,320,152,101,53,1982,3737,2253,2190,2410,2646,2926,2302,1310,480,20244
308041528,224,161,143,175,171,188,129,76,18,1276,1845,902,1023,1129,1104,1237,880,559,147,8817
308041529,187,119,124,108,107,95,67,51,38,885,1210,722,820,815,720,646,394,246,120,5694
308051530,161,63,65,140,194,196,133,34,8,1001,997,449,446,738,1104,1475,1129,403,67,6807
308051531,168,74,87,103,132,128,84,33,22,829,2236,1112,1101,1307,1551,1426,889,353,91,10063
308051532,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,8,5,6,4,30
308051533,327,138,186,176,142,123,55,28,11,1179,3544,1796,2142,1998,1774,1464,859,407,182,14161
308051534,124,99,116,126,140,103,60,28,6,803,1000,784,834,818,915,894,578,267,89,6174
308051535,252,140,161,154,181,165,116,39,12,1218,2757,1161,1317,1527,1660,1528,1077,402,94,11529
308051536,78,54,35,47,58,28,18,7,0,318,765,420,435,447,551,463,291,124,22,3533
308051537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051538,168,82,74,94,86,69,32,35,27,679,1501,831,931,880,859,743,429,166,59,6387
308051539,71,56,67,53,69,54,33,23,5,431,845,600,632,628,640,676,464,270,77,4832
309011224,97,93,87,75,120,90,64,35,14,665,1238,980,984,1034,1257,1080,898,481,204,8164
309011225,102,108,222,148,129,131,137,101,104,1183,1049,837,1592,1171,1159,1180,1244,648,277,9176
309011226,209,107,133,151,158,102,74,53,33,1021,2725,1466,1548,2015,2057,1578,1500,1058,468,14413
309011227,136,187,389,245,210,285,204,121,27,1799,1230,1520,3176,1843,1631,1955,1502,855,294,13997
309011228,186,101,179,140,123,119,100,70,26,1048,2274,1416,1854,1871,1808,1480,1402,808,288,13205
309011229,75,78,161,110,78,83,48,34,5,666,1070,803,1485,1171,977,805,649,359,110,7445
309021230,28,52,136,70,71,93,100,54,38,651,532,565,1113,699,733,1040,1045,491,274,6491
309021231,173,107,203,169,160,160,103,59,21,1149,1988,1146,1886,1707,1584,1664,1362,685,307,12339
309021232,151,91,78,92,107,114,55,45,19,752,1889,1086,926,1235,1377,1272,1052,642,323,9797
309021233,184,113,98,132,118,103,91,69,26,938,2381,1486,1185,1708,1737,1453,1350,875,358,12539
309021234,236,148,247,219,195,173,113,69,31,1440,2606,1710,2637,2355,2128,2016,1698,859,335,16349
309031235,134,113,91,98,109,80,42,39,21,734,1908,1417,1323,1432,1480,1364,1179,827,245,11171
309031236,111,104,159,126,140,140,99,72,23,989,1169,1171,1553,1198,1340,1365,1231,682,268,9973
309031237,143,84,103,100,110,100,102,81,24,846,1421,832,994,1134,1175,1312,1696,1301,441,10298
309031238,224,198,251,233,249,227,197,130,70,1781,2337,1909,2660,2385,2492,2512,2342,1430,573,18643
309031239,136,96,76,75,150,163,167,66,24,941,1247,934,690,962,1489,1706,1751,982,233,9991
309031240,92,76,55,71,100,95,99,79,36,699,1079,814,656,870,1320,1422,1541,1183,423,9308
309041241,78,57,64,97,71,57,49,16,0,479,735,409,464,594,670,759,530,225,32,4420
309041242,258,157,123,188,231,184,136,68,20,1368,2742,1535,1263,1918,2434,2428,2058,1050,262,15692
309051243,137,72,69,85,129,75,50,24,10,661,1564,822,624,1011,1149,1121,842,366,160,7674
309051244,322,192,138,232,204,180,111,54,14,1458,4379,2334,1816,2838,3058,2304,1677,880,265,19552
309051245,162,104,68,94,111,64,36,14,5,655,2043,1217,888,1375,1418,830,661,313,63,8810
309061246,154,92,147,127,133,114,100,49,27,940,2179,1364,1665,1719,1781,1699,1573,938,228,13147
309061247,130,87,92,92,92,65,46,26,16,643,1573,927,1047,1149,1105,1083,816,541,185,8433
309061248,388,206,205,244,228,160,134,102,52,1715,3978,2382,2774,2907,2874,2475,2092,1270,512,21260
309061249,329,193,181,193,185,102,51,27,5,1251,4200,2540,2280,2951,2743,1856,1132,521,81,18308
309061250,149,88,76,106,112,89,61,50,44,779,1628,1083,693,1058,1320,1195,882,470,207,8542
309071251,613,326,459,291,224,108,61,12,3,2105,5164,3015,3830,2991,2485,1552,879,270,47,20225
309071252,229,209,152,183,250,151,93,43,29,1335,3457,2515,2005,2462,2914,2349,1778,1035,433,18949
309071253,177,107,117,152,194,159,188,110,31,1244,1897,1410,1248,1597,2131,2294,2362,1352,375,14665
309071254,70,48,45,50,55,45,38,12,3,352,814,459,498,592,733,697,546,222,36,4607
309071256,288,158,166,176,181,129,76,24,6,1207,4026,2308,2221,2756,2660,1962,1269,608,112,17920
309071552,257,137,135,155,121,46,35,18,4,904,2852,1422,1567,1760,1255,770,616,351,95,10681
309071553,204,124,86,134,125,84,44,19,6,830,2779,1578,1382,1823,1724,1372,843,313,69,11879
309071554,214,95,126,120,77,44,49,20,0,754,2524,1080,1886,1523,922,662,826,383,104,9910
309071555,385,182,285,175,103,59,21,3,0,1215,3137,1513,2588,1555,891,491,233,88,3,10491
309071556,197,116,101,132,136,71,50,10,0,810,2861,1381,1279,1935,1797,1061,740,312,60,11420
309071557,496,258,198,289,210,128,55,35,7,1681,5079,2840,2826,3274,2657,1697,1172,571,172,20287
309071558,172,106,127,85,63,52,16,8,0,626,1778,1003,1440,1036,768,563,315,108,16,7027
309081259,31,31,30,34,48,43,40,37,29,320,611,468,352,444,620,575,630,461,236,4395
309081260,114,66,59,77,60,67,80,72,111,698,1362,854,984,1063,928,785,610,384,244,7210
309081262,268,194,214,186,152,103,76,39,13,1250,3046,2319,2643,2500,2271,1536,1269,751,309,16639
309081559,186,170,165,136,138,94,96,54,15,1059,2935,2441,2020,2297,2213,1840,1751,997,366,16861
309081560,110,93,83,77,83,74,42,57,80,698,1282,1098,1303,1216,975,1039,914,697,290,8804
309091263,154,114,157,138,138,143,118,194,206,1363,2053,1401,1401,1632,1687,1441,1299,988,501,12415
309091264,107,94,70,77,89,60,36,13,3,558,1216,953,808,907,989,760,526,242,56,6450
309091265,120,195,99,89,96,72,39,21,15,748,1446,1521,1177,1077,1198,1209,753,335,119,8837
309091540,217,343,391,269,252,221,170,136,76,2074,1729,3185,3828,2124,1912,1772,1567,1175,598,17891
309091541,199,290,296,210,208,185,140,92,29,1644,2465,2811,3190,2254,2317,2094,1889,1311,559,18893
309101267,116,108,75,90,107,101,77,57,46,783,1830,1174,768,1281,1456,1293,1176,702,206,9889
309101268,70,48,51,61,62,50,22,20,3,390,867,588,578,657,769,618,492,251,75,4895
309101269,36,54,106,62,51,94,79,53,13,550,232,331,428,346,512,762,797,502,94,3998
309101561,121,187,372,216,248,231,201,100,25,1694,802,1258,2455,1518,1519,1729,1652,1031,243,12204
309101562,173,248,527,314,270,292,273,134,47,2275,1258,1599,3204,1924,1725,1732,1691,844,230,14210
310011271,78,44,56,53,54,26,26,9,10,356,914,536,832,742,605,496,367,147,48,4699
310011272,135,72,80,77,62,63,40,47,46,621,1516,999,1100,1079,962,904,744,594,359,8254
310011274,628,332,370,261,225,203,106,61,20,2196,4711,2910,3269,2411,2212,2104,1291,723,251,19891
310011275,129,81,86,87,60,51,23,24,6,543,1732,1055,1460,1403,1057,753,534,398,187,8578
310011276,90,479,1239,1065,504,208,73,32,5,3695,620,922,1592,1392,814,471,259,114,28,6220
310011563,170,85,118,83,54,54,29,14,3,614,2107,1242,1591,1362,987,715,408,136,39,8598
310011564,307,166,193,174,168,128,73,33,18,1264,4538,3115,3048,3117,3262,2538,1701,888,269,22478
310021277,201,116,111,124,161,167,143,95,51,1170,2124,1274,1197,1357,1689,1961,1731,942,335,12617
310021278,54,25,20,30,56,70,67,48,7,378,666,407,337,437,653,934,966,550,109,5052
310021279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310021280,427,317,332,321,308,230,146,97,37,2213,4109,2497,2311,2573,2906,2925,2362,1195,328,21208
310021281,256,154,123,147,181,145,118,66,27,1224,2950,1606,1461,1694,1989,2008,1606,738,145,14197
310021282,280,484,601,395,284,183,151,83,54,2510,2495,2037,1916,1779,1898,1777,1480,660,169,14217
310031283,288,181,177,131,114,103,50,43,20,1105,2617,1721,1803,1455,1420,1224,965,679,233,12115
310031284,220,142,152,130,101,83,56,26,11,909,1828,1186,1503,1217,1192,1084,803,393,134,9334
310031285,124,62,64,71,48,40,24,12,0,449,1502,907,984,954,791,782,592,248,57,6817
310031286,95,83,81,88,81,75,48,46,53,650,1126,868,844,851,951,894,603,388,196,6715
310031287,393,191,219,203,201,164,118,87,99,1680,3304,2114,2368,2261,2347,2290,1702,1061,530,17975
310031288,63,29,17,40,46,46,16,9,6,266,890,626,477,577,720,697,380,153,34,4561
310031289,88,48,47,61,64,54,27,11,3,406,1542,805,702,1001,978,860,554,206,47,6694
310031290,55,41,28,46,46,48,28,11,0,312,1189,738,506,860,1038,844,565,242,50,6032
310031291,205,132,102,95,74,41,34,28,3,711,1947,1199,1233,1032,980,887,601,307,80,8268
310031292,109,77,61,72,85,65,61,58,7,598,1115,684,871,764,840,760,681,520,177,6416
310031293,302,162,147,163,113,110,61,51,27,1141,3312,1896,2053,1979,1793,1687,1310,808,323,15154
310031294,250,131,193,145,92,44,17,15,0,889,3475,1730,2949,1991,1240,822,411,140,17,12774
310031295,137,67,62,63,60,42,22,25,5,489,663,368,422,333,377,333,264,221,95,3067
310041297,203,99,98,116,88,68,57,18,3,739,1844,1172,1206,1237,1294,1235,826,360,69,9249
310041298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
310041299,254,121,155,154,81,65,37,24,13,912,2998,1632,1913,1729,1268,1069,656,333,88,11686
310041300,400,190,201,178,162,109,38,35,7,1323,2695,1500,1526,1513,1333,1050,763,403,100,10885
310041301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
310041302,753,384,433,286,219,142,99,28,3,2345,7072,3790,4501,3264,2327,1812,1144,354,96,24349
310041303,145,71,67,60,49,47,15,10,0,460,1833,1110,1030,1181,1001,657,346,140,31,7322
310041304,356,186,251,237,151,76,35,24,5,1312,6548,2973,4264,4683,2614,1335,743,302,56,23526
310041565,121,77,75,83,82,40,21,8,0,501,2436,1163,1203,1674,1391,704,315,87,12,8987
310041566,256,126,148,133,96,53,24,19,0,853,2420,1160,1655,1475,945,779,516,219,35,9191
311011305,327,176,211,238,243,174,160,107,79,1711,2682,1519,1406,1694,1992,2036,1937,1034,369,14674
311021306,259,190,174,163,161,115,76,31,7,1182,1439,1136,1228,1065,1168,1056,844,381,110,8425
311021307,465,239,289,243,172,133,90,86,24,1752,2800,1527,1937,1626,1440,1320,1470,1207,255,13594
311021308,218,124,139,121,91,59,30,15,8,812,2248,1341,1759,1303,1137,832,577,248,109,9549
311021309,112,69,71,77,54,50,29,19,7,483,1059,620,692,741,710,727,624,372,190,5736
311021310,169,100,111,80,85,48,30,8,0,638,2000,1268,1565,1170,1086,940,659,253,65,9016
